TIME,MIN,MAX,OTHER
20140801 005141460,0.929240,0.929440,0
20140801 005141710,0.929260,0.929460,0
20140801 005141960,0.929240,0.929440,0
20140801 005142210,0.929260,0.929460,0
20140801 005142710,0.929240,0.929440,0
20140801 005142960,0.929260,0.929460,0
20140801 005143460,0.929230,0.929430,0
20140801 005143960,0.929220,0.929420,0
20140801 005144460,0.929180,0.929380,0
20140801 005144710,0.929170,0.929370,0
20140801 005157710,0.929180,0.929380,0
20140801 005157960,0.929170,0.929370,0
20140801 005158460,0.929180,0.929380,0
20140801 005158710,0.929170,0.929370,0
20140801 005158960,0.929180,0.929380,0
