TIME,MIN,MAX,OTHER
20140801 004845197,0.849870,0.850170,0
20140801 004845447,0.849880,0.850180,0
20140801 004845697,0.849870,0.850170,0
20140801 004845963,0.849860,0.850160,0
20140801 004846197,0.849850,0.850150,0
20140801 004852197,0.849840,0.850140,0
20140801 004852447,0.849850,0.850150,0
20140801 004854963,0.849860,0.850160,0
20140801 004859197,0.849850,0.850150,0
20140801 004859447,0.849840,0.850140,0
20140801 004900197,0.849850,0.850150,0
20140801 004900697,0.849840,0.850140,0
20140801 004905963,0.849850,0.850150,0
20140801 004906213,0.849840,0.850140,0
20140801 004906447,0.849850,0.850150,0
20140801 004912697,0.849860,0.850160,0
20140801 004918697,0.849830,0.850130,0
20140801 004918963,0.849810,0.850110,0
20140801 004919197,0.849820,0.850120,0
20140801 004928713,0.849810,0.850110,0
20140801 004929213,0.849820,0.850120,0
20140801 004930713,0.849810,0.850110,0
20140801 005100463,0.849800,0.850100,0
20140801 005103963,0.849810,0.850110,0
20140801 005126210,0.849790,0.850090,0
20140801 005126460,0.849770,0.850070,0
20140801 005126710,0.849760,0.850060,0
20140801 005126960,0.849740,0.850040,0
20140801 005127210,0.849720,0.850020,0
20140801 005128210,0.849710,0.850010,0
20140801 005131210,0.849700,0.850000,0
20140801 005135710,0.849710,0.850010,0
20140801 005136210,0.849700,0.850000,0
20140801 005138460,0.849710,0.850010,0
20140801 005138710,0.849700,0.850000,0
20140801 005141460,0.849680,0.849980,0
20140801 005141710,0.849670,0.849970,0
20140801 005142460,0.849640,0.849940,0
20140801 005142960,0.849630,0.849930,0
20140801 005143210,0.849650,0.849950,0
20140801 005143460,0.849600,0.849900,0
20140801 005143710,0.849590,0.849890,0
20140801 005144710,0.849570,0.849870,0
20140801 005145210,0.849590,0.849890,0
20140801 005145447,0.849620,0.849920,0
20140801 005145710,0.849630,0.849930,0
20140801 005146210,0.849620,0.849920,0
20140801 005146710,0.849630,0.849930,0
20140801 005146960,0.849620,0.849920,0
20140801 005152460,0.849630,0.849930,0
20140801 005153210,0.849620,0.849920,0
20140801 005153460,0.849630,0.849930,0
20140801 005153710,0.849620,0.849920,0
20140801 005153960,0.849630,0.849930,0
20140801 005156960,0.849610,0.849910,0
20140801 005157210,0.849620,0.849920,0
20140801 005157460,0.849590,0.849890,0
20140801 005157710,0.849540,0.849840,0
20140801 005157960,0.849550,0.849850,0
20140801 005158210,0.849610,0.849910,0
20140801 005159210,0.849620,0.849920,0
20140801 005159710,0.849630,0.849930,0
20140801 005159960,0.849650,0.849950,0
20140801 005200210,0.849640,0.849940,0
20140801 005200460,0.849630,0.849930,0
20140801 005200710,0.849640,0.849940,0
20140801 005200960,0.849620,0.849920,0
20140801 005201710,0.849610,0.849910,0
20140801 005202210,0.849630,0.849930,0
20140801 005202710,0.849610,0.849910,0
20140801 005202960,0.849640,0.849940,0
20140801 005203210,0.849620,0.849920,0
20140801 005203710,0.849630,0.849930,0
20140801 005203960,0.849620,0.849920,0
20140801 005204210,0.849580,0.849880,0
20140801 005204960,0.849590,0.849890,0
20140801 005205197,0.849610,0.849910,0
20140801 005205460,0.849580,0.849880,0
20140801 005205710,0.849600,0.849900,0
20140801 005205960,0.849610,0.849910,0
20140801 005206210,0.849620,0.849920,0
20140801 005206460,0.849600,0.849900,0
20140801 005206710,0.849610,0.849910,0
20140801 005206960,0.849620,0.849920,0
20140801 005207210,0.849610,0.849910,0
20140801 005207710,0.849590,0.849890,0
20140801 005209710,0.849600,0.849900,0
20140801 005209960,0.849590,0.849890,0
20140801 005211210,0.849600,0.849900,0
20140801 005213210,0.849590,0.849890,0
20140801 005213460,0.849570,0.849870,0
20140801 005213710,0.849550,0.849850,0
20140801 005214210,0.849540,0.849840,0
20140801 005214710,0.849530,0.849830,0
20140801 005215210,0.849510,0.849810,0
20140801 005215460,0.849520,0.849820,0
20140801 005215710,0.849500,0.849800,0
20140801 005215960,0.849470,0.849770,0
20140801 005216210,0.849460,0.849760,0
20140801 005216460,0.849430,0.849730,0
20140801 005216960,0.849440,0.849740,0
20140801 005217210,0.849450,0.849750,0
20140801 005217960,0.849470,0.849770,0
20140801 005218710,0.849480,0.849780,0
20140801 005219710,0.849470,0.849770,0
20140801 005220710,0.849480,0.849780,0
20140801 005221710,0.849470,0.849770,0
20140801 005222960,0.849480,0.849780,0
20140801 005226710,0.849490,0.849790,0
20140801 005226960,0.849480,0.849780,0
20140801 005227210,0.849470,0.849770,0
20140801 005228460,0.849480,0.849780,0
20140801 005229710,0.849470,0.849770,0
